MESSAGE_TYPE$*$MESSAGE$*$CLASS$*$METHOD
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromJsonString(java.lang.String,com.airbnb.lottie.OnCompositionLoadedListener)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'l' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromJsonReader(com.airbnb.lottie.parser.moshi.JsonReader,com.airbnb.lottie.OnCompositionLoadedListener)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromJsonReader(com.airbnb.lottie.parser.moshi.JsonReader,com.airbnb.lottie.OnCompositionLoadedListener)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'fileName' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromFileSync(android.content.Context,java.lang.String)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromInputStreamSync(java.io.InputStream)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromInputStreamSync(java.io.InputStream,boolean)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'json' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromJsonSync(android.content.res.Resources,org.json.JSONObject)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromJsonSync(android.content.res.Resources,org.json.JSONObject)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromJsonSync(java.lang.String)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.LottieComposition.Factory$*$fromJsonSync(com.airbnb.lottie.parser.moshi.JsonReader)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.LottieResult$*$LottieResult(V)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.LottieResult$*$LottieResult(java.lang.Throwable)
DEREFERENCE_NULLABLE$*$dereferenced expression o2 is @Nullable$*$<anonymous com.airbnb.lottie.PerformanceTracker$1>$*$compare(androidx.core.util.Pair<java.lang.String,java.lang.Float>,androidx.core.util.Pair<java.lang.String,java.lang.Float>)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.model.layer.Layer$*$Layer(java.util.List<com.airbnb.lottie.model.content.ContentModel>,com.airbnb.lottie.LottieComposition,java.lang.String,long,com.airbnb.lottie.model.layer.Layer.LayerType,long,java.lang.String,java.util.List<com.airbnb.lottie.model.content.Mask>,com.airbnb.lottie.model.animatable.AnimatableTransform,int,int,int,float,float,int,int,com.airbnb.lottie.model.animatable.AnimatableTextFrame,com.airbnb.lottie.model.animatable.AnimatableTextProperties,java.util.List<com.airbnb.lottie.value.Keyframe<java.lang.Float>>,com.airbnb.lottie.model.layer.Layer.MatteType,com.airbnb.lottie.model.animatable.AnimatableFloatValue,boolean)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.model.Font$*$Font(java.lang.String,java.lang.String,java.lang.String,float)
DEREFERENCE_NULLABLE$*$dereferenced expression fontFamily is @Nullable$*$com.airbnb.lottie.model.FontCharacter$*$hashFor(char,java.lang.String,java.lang.String)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.model.content.ShapeGroup$*$ShapeGroup(java.lang.String,java.util.List<com.airbnb.lottie.model.content.ContentModel>,boolean)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'layer' where @NonNull is required$*$com.airbnb.lottie.model.content.ShapeGroup$*$toContent(com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.model.layer.BaseLayer)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$getPerformanceTracker()
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.LottieDrawable$*$clearComposition()
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.LottieDrawable$*$clearComposition()
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.LottieDrawable$*$clearComposition()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'endMarkerName' where @NonNull is required$*$<anonymous com.airbnb.lottie.LottieDrawable$11>$*$run(com.airbnb.lottie.LottieComposition)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'endMarkerName' where @NonNull is required$*$com.airbnb.lottie.LottieDrawable$*$setMinAndMaxFrame(java.lang.String,java.lang.String,boolean)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'property' where @NonNull is required$*$<anonymous com.airbnb.lottie.LottieDrawable$16>$*$run(com.airbnb.lottie.LottieComposition)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'property' where @NonNull is required$*$com.airbnb.lottie.LottieDrawable$*$<T>addValueCallback(com.airbnb.lottie.model.KeyPath,T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'property' where @NonNull is required$*$com.airbnb.lottie.LottieDrawable$*$<T>addValueCallback(com.airbnb.lottie.model.KeyPath,T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'property' where @NonNull is required$*$com.airbnb.lottie.LottieDrawable$*$<T>addValueCallback(com.airbnb.lottie.model.KeyPath,T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'property' where @NonNull is required$*$com.airbnb.lottie.LottieDrawable$*$<T>addValueCallback(com.airbnb.lottie.model.KeyPath,T,com.airbnb.lottie.value.SimpleLottieValueCallback<T>)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$updateBitmap(java.lang.String,android.graphics.Bitmap)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'bitmap' where @NonNull is required$*$com.airbnb.lottie.LottieDrawable$*$updateBitmap(java.lang.String,android.graphics.Bitmap)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$getImageAsset(java.lang.String)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$getImageAssetManager()
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.LottieDrawable$*$getImageAssetManager()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'style' where @NonNull is required$*$com.airbnb.lottie.LottieDrawable$*$getTypeface(java.lang.String,java.lang.String)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$getTypeface(java.lang.String,java.lang.String)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$getFontAssetManager()
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$getContext()
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.LottieDrawable$*$getContext()
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.LottieDrawable.ColorFilterData$*$ColorFilterData(java.lang.String,java.lang.String,android.graphics.ColorFilter)
METHOD_NO_INIT$*$(Covered) initializer method does not guarantee @NonNull fields parentLayer (line 94), outlineMasksAndMattesPaint (line 102) are initialized along all control-flow paths (remember to check for exceptions or early returns).$*$com.airbnb.lottie.model.layer.BaseLayer$*$null
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'drawable' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$forModel(com.airbnb.lottie.model.layer.Layer,com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.LottieComposition)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'drawable' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$forModel(com.airbnb.lottie.model.layer.Layer,com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.LottieComposition)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'drawable' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$forModel(com.airbnb.lottie.model.layer.Layer,com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.LottieComposition)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'drawable' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$forModel(com.airbnb.lottie.model.layer.Layer,com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.LottieComposition)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'drawable' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$forModel(com.airbnb.lottie.model.layer.Layer,com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.LottieComposition)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'drawable' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$forModel(com.airbnb.lottie.model.layer.Layer,com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.LottieComposition)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.model.layer.BaseLayer$*$forModel(com.airbnb.lottie.model.layer.Layer,com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.LottieComposition)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.model.layer.BaseLayer$*$BaseLayer(com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.model.layer.Layer)
DEREFERENCE_NULLABLE$*$dereferenced expression layerModel is @Nullable$*$com.airbnb.lottie.model.layer.BaseLayer$*$BaseLayer(com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.model.layer.Layer)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'parentMatrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$draw(android.graphics.Canvas,android.graphics.Matrix,int)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'parentMatrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$draw(android.graphics.Canvas,android.graphics.Matrix,int)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'matrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$intersectBoundsWithMatte(android.graphics.RectF,android.graphics.Matrix)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'matrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$applyMasks(android.graphics.Canvas,android.graphics.Matrix)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'matrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$applyMasks(android.graphics.Canvas,android.graphics.Matrix)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'matrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$applyMasks(android.graphics.Canvas,android.graphics.Matrix)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'matrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$applyMasks(android.graphics.Canvas,android.graphics.Matrix)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'matrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$applyMasks(android.graphics.Canvas,android.graphics.Matrix)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'matrix' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$applyMasks(android.graphics.Canvas,android.graphics.Matrix)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.model.layer.BaseLayer$*$<T>addValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.BaseKeyframeAnimation$*$null
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.BaseKeyframeAnimation$*$setValueCallback(com.airbnb.lottie.value.LottieValueCallback<A>)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.BaseKeyframeAnimation.KeyframesWrapperImpl$*$null
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$TransformKeyframeAnimation(com.airbnb.lottie.model.animatable.AnimatableTransform)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<PointF>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<PointF>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<ScaleXY>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<Float>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<Integer>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<Float>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<Float>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<Float>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter '(LottieValueCallback<Float>) callback' where @NonNull is required$*$com.airbnb.lottie.animation.keyframe.TransformKeyframeAnimation$*$<T>applyValueCallback(T,com.airbnb.lottie.value.LottieValueCallback<T>)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.model.content.Mask$*$Mask(com.airbnb.lottie.model.content.Mask.MaskMode,com.airbnb.lottie.model.animatable.AnimatableShapeValue,com.airbnb.lottie.model.animatable.AnimatableIntegerValue,boolean)
METHOD_NO_INIT$*$(Covered) initializer method does not guarantee @NonNull field initialPoint (line 15) is initialized along all control-flow paths (remember to check for exceptions or early returns).$*$com.airbnb.lottie.model.content.ShapeData$*$null
DEREFERENCE_NULLABLE$*$dereferenced expression shapeData2 is @Nullable$*$com.airbnb.lottie.model.content.ShapeData$*$interpolateBetween(com.airbnb.lottie.model.content.ShapeData,com.airbnb.lottie.model.content.ShapeData,float)
DEREFERENCE_NULLABLE$*$dereferenced expression shapeData2 is @Nullable$*$com.airbnb.lottie.model.content.ShapeData$*$interpolateBetween(com.airbnb.lottie.model.content.ShapeData,com.airbnb.lottie.model.content.ShapeData,float)
METHOD_NO_INIT$*$(Covered) initializer method does not guarantee @NonNull field resolvedElement (line 54) is initialized along all control-flow paths (remember to check for exceptions or early returns).$*$com.airbnb.lottie.model.KeyPath$*$null
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.value.LottieValueCallback$*$null
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.model.CubicCurveData$*$CubicCurveData(android.graphics.PointF,android.graphics.PointF,android.graphics.PointF)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.value.Keyframe$*$null
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.value.Keyframe$*$null
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.value.Keyframe$*$Keyframe(com.airbnb.lottie.LottieComposition,T,T,android.view.animation.Interpolator,float,java.lang.Float)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.value.Keyframe$*$Keyframe(T)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.value.Keyframe$*$Keyframe(T)
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
PASS_NULLABLE$*$(Covered) passing @Nullable parameter 'null' where @NonNull is required$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform()
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$AnimatableTransform(com.airbnb.lottie.model.animatable.AnimatablePathValue,com.airbnb.lottie.model.animatable.AnimatableValue<android.graphics.PointF,android.graphics.PointF>,com.airbnb.lottie.model.animatable.AnimatableScaleValue,com.airbnb.lottie.model.animatable.AnimatableFloatValue,com.airbnb.lottie.model.animatable.AnimatableIntegerValue,com.airbnb.lottie.model.animatable.AnimatableFloatValue,com.airbnb.lottie.model.animatable.AnimatableFloatValue,com.airbnb.lottie.model.animatable.AnimatableFloatValue,com.airbnb.lottie.model.animatable.AnimatableFloatValue)
RETURN_NULLABLE$*$(Covered) returning @Nullable expression from method with @NonNull return type$*$com.airbnb.lottie.model.animatable.AnimatableTransform$*$toContent(com.airbnb.lottie.LottieDrawable,com.airbnb.lottie.model.layer.BaseLayer)
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.utils.LottieValueAnimator$*$clearComposition()
METHOD_NO_INIT$*$(Covered) initializer method does not guarantee @NonNull field imagesFolder (line 27) is initialized along all control-flow paths (remember to check for exceptions or early returns).$*$com.airbnb.lottie.manager.ImageAssetManager$*$null
ASSIGN_FIELD_NULLABLE$*$(Covered) assigning @Nullable expression to @NonNull field$*$com.airbnb.lottie.manager.ImageAssetManager$*$ImageAssetManager(android.graphics.drawable.Drawable.Callback,java.lang.String,com.airbnb.lottie.ImageAssetDelegate,java.util.Map<java.lang.String,com.airbnb.lottie.LottieImageAsset>)
