CALLER_CLASS$*$CALLER_METHOD$*$CALLEE_METHOD$*$CALLEE_CLASS
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder$*$EntityManagerFactoryBuilder(org.springframework.orm.jpa.JpaVendorAdapter,java.util.Map<java.lang.String,?>,org.springframework.orm.jpa.persistenceunit.PersistenceUnitManager)$*$EntityManagerFactoryBuilder(org.springframework.orm.jpa.JpaVendorAdapter,java.util.Map<java.lang.String,?>,org.springframework.orm.jpa.persistenceunit.PersistenceUnitManager,java.net.URL)$*$org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder$*$EntityManagerFactoryBuilder(org.springframework.orm.jpa.JpaVendorAdapter,java.util.Map<java.lang.String,?>,org.springframework.orm.jpa.persistenceunit.PersistenceUnitManager,java.net.URL)$*$Object()$*$java.lang.Object
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder.Builder$*$Builder(javax.sql.DataSource)$*$Object()$*$java.lang.Object
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder.Builder$*$packages(java.lang.Class<?>...)$*$add(E)$*$java.util.Set
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder.Builder$*$packages(java.lang.Class<?>...)$*$getPackageName(java.lang.Class<?>)$*$org.springframework.util.ClassUtils
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder.Builder$*$packages(java.lang.Class<?>...)$*$toStringArray(java.util.Collection<java.lang.String>)$*$org.springframework.util.StringUtils
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder.Builder$*$properties(java.util.Map<java.lang.String,?>)$*$putAll(java.util.Map<? extends K,? extends V>)$*$java.util.Map
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder.Builder$*$build()$*$setPersistenceUnitManager(org.springframework.orm.jpa.persistenceunit.PersistenceUnitManager)$*$org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean
org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder.Builder$*$build()$*$setPersistenceUnitName(java.lang.String)$*$org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean
